0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
1,1,1,1,1,1,0,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,27,71,74,63,61,66,67,67,68,67,67,65,59,60,69,72,58,52,54,59,56,58,52,41,41,42,48,63,59,56,59,58,58,57,56,56,54,54,36,27,49,53,40,2,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,5,5,5,7,7,1,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,0,1,1,1,1,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,12,60,80,65,57,65,64,65,62,61,61,60,60,66,69,73,59,31,31,45,52,51,32,25,30,37,44,59,62,52,53,56,56,56,55,54,53,53,32,34,54,56,18,0,2,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,4,5,7,8,3,0,1,1,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,0,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,46,80,67,55,65,61,60,58,58,59,59,62,69,71,71,70,47,26,20,24,25,16,16,19,27,34,46,59,58,43,50,54,53,53,52,51,49,32,41,52,22,0,2,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,4,5,6,6,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,23,70,71,56,64,62,61,61,61,60,57,63,65,68,66,64,58,41,20,7,10,8,8,9,14,22,25,43,50,33,51,54,51,51,50,49,45,28,11,4,0,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,5,5,7,10,4,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,0,0,0,0,0,0,1,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,25,49,53,62,64,65,66,66,65,58,63,55,52,55,55,54,55,50,34,28,31,35,36,34,34,32,27,25,27,58,60,50,52,50,47,44,21,0,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,4,5,4,6,1,1,0,20,38,3,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0,1,6,13,15,14,9,2,0,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,7,37,60,63,65,66,67,69,63,49,30,33,43,49,49,46,48,46,45,48,48,46,47,44,36,30,25,25,55,61,53,48,40,48,42,12,0,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,4,3,4,4,2,3,5,4,5,3,1,0,14,44,6,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,10,13,17,19,19,19,18,9,0,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,21,56,63,65,65,68,70,61,42,27,35,42,47,49,52,46,41,42,35,25,21,21,18,19,26,29,32,54,56,52,47,42,48,34,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,5,4,5,5,4,5,4,4,6,5,5,1,0,9,41,9,0,2,1,1,1,1,1,1,1,1,1,1,1
0,0,2,3,3,11,16,19,19,19,21,10,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,10,44,60,62,64,65,68,61,45,56,72,72,71,69,76,80,74,66,52,36,38,39,43,45,41,26,41,54,51,49,49,48,45,22,0,1,1,1,1,1,1,1,1,1,2,3,5,7,6,6,6,6,7,7,7,7,5,3,6,5,6,8,6,1,0,10,40,11,0,2,1,1,1,1,1,1,1,1,1,1,1
7,11,13,11,6,2,1,4,10,18,19,20,7,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,3,2,22,51,58,58,60,63,62,52,67,75,69,64,64,62,63,63,62,62,49,45,48,48,47,44,23,41,53,47,44,50,50,32,11,4,3,2,1,0,0,1,1,1,3,3,4,6,9,8,9,9,6,7,9,9,8,8,6,6,8,6,8,7,2,1,16,38,13,0,2,1,1,1,1,1,1,0,1,1,1,1
14,14,14,14,15,14,10,8,7,12,15,15,17,6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,3,3,2,4,30,52,54,56,59,60,56,66,72,72,65,58,54,50,50,49,47,45,41,43,49,49,38,20,37,49,46,47,50,36,18,7,8,10,12,12,10,5,1,2,2,3,4,3,4,8,9,9,9,8,9,9,9,9,7,7,7,8,6,7,6,1,1,25,38,12,0,2,1,1,1,1,1,0,1,1,1,1,1
12,12,12,12,11,12,14,14,16,14,14,15,16,18,7,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,1,1,1,1,1,1,2,2,2,2,3,1,11,34,49,53,58,59,52,61,70,68,67,59,47,37,29,25,30,34,42,50,49,42,29,16,30,43,45,48,35,21,25,5,5,2,9,9,10,10,3,2,3,3,2,3,2,3,8,10,8,10,10,9,9,10,10,6,6,8,7,9,3,0,2,26,39,11,0,2,1,1,1,1,1,1,1,1,1,1,1
13,13,14,14,14,12,12,13,14,13,14,15,15,16,10,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,1,1,1,1,1,1,2,2,2,2,3,1,9,44,34,44,54,52,47,57,65,66,63,61,53,47,39,30,35,43,49,49,42,32,26,16,22,35,38,36,17,29,34,6,7,0,1,5,8,7,4,2,3,5,3,2,3,1,2,7,10,10,10,10,9,10,10,5,3,9,8,9,3,1,0,16,38,11,0,2,1,1,1,1,1,1,1,1,1,0,2
15,15,15,15,15,15,14,14,15,15,15,16,15,16,9,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,3,2,1,1,1,1,1,1,1,1,2,2,2,0,9,62,51,29,40,40,45,56,65,66,65,65,66,66,60,57,52,49,46,44,35,26,22,18,19,29,31,20,24,42,36,8,10,6,3,6,9,9,9,7,7,8,9,8,8,5,1,1,8,12,11,10,10,10,9,3,2,10,9,8,2,1,1,4,13,5,1,2,1,1,1,1,1,1,1,1,1,1,2
14,15,16,15,16,15,15,15,14,16,15,16,15,17,10,0,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,2,3,3,3,1,1,1,1,1,1,1,1,1,1,2,2,1,8,57,69,39,29,30,37,50,60,62,68,72,72,71,64,66,67,66,66,64,48,27,16,17,22,26,20,23,38,44,39,12,13,10,6,7,10,10,11,10,9,9,9,8,9,9,5,1,1,8,12,11,10,12,12,4,3,12,9,4,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
13,14,14,16,15,14,15,15,14,15,15,16,14,14,14,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,2,1,8,56,68,57,33,27,23,39,55,57,63,69,68,65,56,61,63,63,63,59,45,22,14,16,18,16,22,36,43,43,42,15,9,9,10,8,8,9,10,11,10,10,10,9,10,11,10,5,0,4,9,13,11,12,11,6,5,11,9,1,1,1,1,1,4,2,0,1,1,1,1,1,1,1,1,1,1,1,1
14,14,12,15,14,14,14,15,15,14,14,14,14,14,16,12,3,0,0,0,0,0,1,1,1,2,1,2,2,2,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,1,2,1,9,56,66,67,47,32,25,30,35,48,54,55,56,56,51,54,54,52,49,41,27,19,17,14,17,22,33,45,42,41,44,16,3,3,7,10,13,11,10,11,13,12,12,11,11,12,14,10,6,10,6,10,11,11,11,9,11,12,5,0,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11,13,12,14,13,13,14,14,14,14,14,14,14,14,12,11,10,9,10,9,7,4,2,1,0,1,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,10,57,65,69,55,43,34,25,21,30,45,48,49,45,42,45,45,45,38,24,16,16,15,18,23,32,43,44,42,43,45,16,0,3,1,3,9,13,12,11,12,12,12,13,13,13,13,13,12,10,12,11,12,11,12,10,13,14,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5
14,13,14,14,13,14,13,13,13,14,15,13,13,14,11,8,14,18,21,22,21,21,19,14,9,1,2,3,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,12,59,64,68,63,47,45,36,23,18,27,30,36,36,36,38,35,32,22,17,14,15,19,25,32,44,44,43,43,41,44,20,1,1,0,1,1,6,14,14,12,14,13,13,14,13,13,13,13,13,12,12,11,11,12,12,13,9,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4
16,12,14,14,13,13,12,13,13,16,14,13,15,13,8,7,7,10,11,13,16,17,19,19,20,15,4,1,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,0,15,61,65,66,69,53,45,47,42,29,19,17,18,21,20,21,20,16,17,16,15,22,30,38,43,44,44,45,42,40,43,29,10,11,10,5,0,5,12,12,14,14,13,14,14,14,14,13,12,13,13,12,12,10,12,15,11,4,5,3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13,12,13,14,13,12,13,13,13,15,15,14,10,3,1,1,1,0,0,1,1,2,3,6,9,16,18,7,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,5,17,39,63,64,65,68,65,45,46,47,47,42,33,27,21,16,17,16,19,20,24,34,40,43,44,43,42,43,43,42,41,41,35,19,18,20,25,20,6,6,8,12,14,14,14,14,13,13,12,14,13,12,13,12,10,14,12,3,5,6,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10,12,15,14,12,12,14,13,13,15,14,6,0,1,1,2,2,2,2,1,1,1,1,0,0,1,10,17,7,1,2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,10,34,55,65,67,64,65,65,66,70,54,43,46,44,45,47,47,45,43,41,41,40,37,40,42,40,41,42,42,41,42,42,42,42,41,41,20,2,5,9,28,35,12,14,14,16,15,14,14,13,15,14,7,11,13,14,9,10,16,3,2,5,4,6,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
15,12,14,12,10,14,13,13,13,10,2,0,1,2,1,1,2,2,1,1,2,2,2,2,2,1,0,8,16,7,1,2,1,1,2,1,1,1,2,2,2,1,2,2,3,52,74,60,60,65,63,65,66,67,69,65,46,44,44,43,42,43,45,45,44,44,43,41,41,40,41,42,40,40,42,43,43,43,42,40,39,38,21,4,3,11,51,25,12,16,14,16,15,14,14,15,7,0,9,15,13,5,12,12,12,3,3,5,6,6,6,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,0,8
13,11,13,14,12,14,13,9,3,1,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,0,9,14,5,1,1,1,2,2,1,1,2,2,2,2,2,2,18,75,51,51,72,67,64,66,66,67,67,70,57,44,45,43,43,42,41,41,41,41,40,41,41,43,43,41,41,41,43,44,44,43,42,41,38,37,37,25,10,7,48,53,28,14,13,15,16,16,14,5,0,4,12,14,12,7,14,13,18,13,4,6,7,6,6,3,2,4,3,1,1,1,1,1,1,1,1,1,1,1,0,9
12,11,13,15,13,10,5,0,1,1,2,1,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,1,0,7,10,1,1,2,1,2,2,2,2,2,3,3,7,19,52,76,52,74,73,67,65,66,67,67,67,68,68,50,47,46,44,43,43,43,43,42,43,44,45,45,44,43,43,43,45,44,44,42,42,41,39,37,35,35,28,14,47,58,56,43,24,17,15,14,3,0,5,12,13,12,12,12,14,15,15,16,9,5,7,6,7,7,6,6,3,2,1,1,1,1,1,1,1,1,1,1,0,5
14,12,13,11,5,1,0,1,2,1,1,1,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,3,3,2,1,2,2,2,2,3,3,6,16,38,65,81,75,61,78,73,69,65,66,67,68,69,68,70,60,47,48,47,47,47,46,44,43,45,45,45,45,45,45,45,45,45,43,43,41,42,42,40,38,36,36,30,23,53,56,52,57,56,47,32,16,3,7,14,15,13,12,13,14,15,16,15,16,16,7,5,7,6,7,7,7,3,2,1,1,1,1,1,1,1,1,1,1,0,4
10,12,6,1,0,1,2,2,1,2,1,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,6,18,41,63,80,83,81,80,67,79,74,71,68,67,67,68,69,69,69,69,53,49,50,50,49,48,47,47,47,47,46,46,45,44,44,44,43,42,42,43,43,42,41,39,36,36,29,28,58,55,51,52,56,58,57,51,40,27,17,12,14,14,15,14,15,15,14,16,18,14,3,5,7,7,7,6,4,2,2,1,1,1,1,1,1,1,1,1,1,2
10,5,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,3,3,3,3,3,3,4,6,16,40,67,80,84,82,81,81,81,73,77,76,73,70,68,67,67,67,68,67,69,62,49,51,51,50,50,51,50,49,47,47,46,45,44,44,44,43,42,43,44,44,43,41,38,36,35,26,43,58,54,50,54,54,55,54,57,59,58,50,36,21,13,12,14,16,14,15,16,17,16,9,5,6,7,6,7,6,5,4,3,1,1,1,1,1,1,1,1,1,1
3,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,4,3,5,9,20,38,62,80,83,82,82,83,84,83,79,81,77,77,75,71,69,68,66,67,67,66,65,67,54,48,50,50,50,50,49,48,47,46,45,44,43,44,43,43,44,44,44,42,41,41,37,36,28,34,58,54,52,54,54,54,55,56,56,55,56,59,61,57,43,26,16,14,15,17,16,18,12,11,7,7,7,6,6,6,6,7,4,1,1,1,1,1,1,1,1,1,1
1,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3,3,3,4,5,6,20,43,66,79,83,82,81,82,82,84,85,82,79,81,80,77,76,74,71,70,67,67,66,66,65,67,63,48,48,49,48,47,48,46,45,45,44,44,43,44,44,45,45,44,44,42,40,36,34,29,31,55,55,53,52,53,53,54,54,54,54,55,56,56,55,57,60,60,50,35,20,15,15,14,16,15,4,5,7,5,6,7,7,7,6,3,1,1,1,1,1,0,0,1,1
2,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,3,2,2,3,3,4,4,7,16,36,64,82,84,82,82,83,83,82,83,83,84,83,79,76,78,78,76,76,73,71,69,67,66,66,66,65,67,59,47,47,47,47,46,45,44,43,43,43,44,45,45,45,45,43,40,37,34,31,26,36,55,54,52,51,52,53,52,53,53,54,54,55,55,55,55,54,56,57,60,61,56,44,39,30,19,16,10,7,8,8,7,7,7,7,7,5,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,5,11,22,39,61,78,83,82,82,83,84,83,83,83,84,83,83,84,81,78,76,80,79,75,74,73,71,68,66,66,67,66,65,66,56,47,48,48,45,45,44,45,45,44,44,45,45,44,42,40,34,31,27,25,42,55,52,52,51,52,52,52,52,52,52,55,55,55,55,56,56,55,56,58,57,56,58,61,62,60,45,31,20,12,10,11,9,7,7,7,7,5,1,1,1,1,1,1,1,1,1
1,1,1,2,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,3,2,3,5,7,27,57,72,80,84,83,82,83,83,84,84,83,83,82,83,82,82,85,84,81,78,79,78,78,76,72,70,69,67,67,67,66,65,64,63,50,49,48,48,47,47,47,45,44,44,45,44,41,34,29,24,23,30,49,56,50,51,51,50,52,53,52,52,53,52,53,53,54,55,54,56,56,57,59,57,58,59,60,64,67,70,70,62,45,25,14,10,10,9,7,7,7,3,1,1,1,1,1,1,1,1
2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,9,36,74,83,82,81,81,81,81,81,82,84,84,83,83,83,82,82,84,85,83,83,81,78,76,76,77,76,74,70,67,65,65,65,65,63,63,58,48,49,50,49,50,49,47,46,44,41,35,25,22,23,32,46,55,55,51,50,52,51,52,51,52,52,52,54,53,52,53,55,55,55,56,56,57,56,69,76,75,79,82,82,81,81,81,80,70,51,31,14,10,8,7,6,3,1,1,1,1,1,1,1,1
2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,6,16,48,78,82,80,80,81,81,82,82,83,83,83,83,83,83,82,82,82,83,82,82,83,81,78,76,75,72,72,77,78,77,73,68,65,61,58,56,56,48,42,43,43,40,38,36,32,27,22,20,26,39,51,55,55,53,50,49,49,52,52,52,52,52,53,54,54,54,53,55,55,56,56,56,58,56,67,83,82,82,82,81,80,81,80,80,80,81,81,75,50,18,10,9,7,4,1,1,1,1,1,1,1,1
1,1,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,3,3,3,3,12,34,63,81,80,80,81,81,81,83,83,83,83,83,83,83,83,83,83,83,83,83,82,82,82,83,83,80,78,76,75,74,76,78,79,79,78,76,72,67,61,56,44,32,25,23,24,25,29,35,42,49,55,59,56,51,50,50,49,49,52,52,52,52,52,52,53,53,53,54,55,55,56,56,57,58,58,60,81,82,80,81,81,80,80,81,82,81,80,80,80,80,80,57,21,11,8,4,1,1,1,1,1,1,1,1
1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,4,5,8,24,53,76,83,81,80,80,81,81,82,82,83,83,83,83,83,83,83,83,83,83,83,83,82,82,83,83,83,82,82,80,79,78,75,74,74,72,70,71,74,76,78,77,75,66,54,53,55,56,58,59,58,56,54,52,51,50,49,48,50,50,52,52,51,52,51,52,52,53,55,56,56,56,57,57,58,57,57,74,84,80,81,81,80,80,80,80,81,80,80,81,81,78,76,79,61,24,10,6,1,2,1,1,1,1,1,1
1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,3,3,7,19,44,70,81,81,80,81,83,81,80,80,82,83,83,82,83,83,82,82,83,83,82,84,84,83,83,83,82,83,83,84,83,83,82,81,81,81,79,78,76,74,72,69,69,70,69,69,61,56,56,54,54,53,53,52,50,50,49,49,50,51,50,50,51,51,51,51,53,54,54,55,56,56,57,56,56,57,59,64,75,83,80,81,81,81,81,80,80,81,80,80,80,81,80,79,77,76,80,66,30,8,3,2,2,1,1,1,1,1
1,1,1,1,2,1,1,2,2,2,2,2,3,5,4,4,6,17,41,66,80,82,80,81,81,80,81,81,81,81,82,84,83,82,82,82,83,83,82,82,83,83,83,83,82,82,82,82,83,84,83,83,81,81,81,79,80,81,81,80,79,76,75,72,69,68,68,55,52,53,51,52,50,50,50,50,49,50,50,49,49,51,53,54,54,53,54,54,55,56,56,55,58,64,70,74,77,81,81,79,81,80,79,80,81,81,81,81,81,80,80,81,80,78,77,77,75,77,74,44,7,2,2,1,1,1,1,1
1,1,1,1,2,1,2,2,2,2,2,2,3,4,5,13,36,63,80,82,82,82,82,81,81,81,81,82,83,83,82,81,83,82,83,83,83,82,82,83,84,84,84,83,83,83,82,81,81,82,82,82,82,81,82,82,81,78,76,77,79,80,79,78,77,75,78,71,52,51,50,51,51,52,51,50,51,50,50,49,51,52,52,53,53,54,54,54,55,56,60,66,74,80,80,81,80,79,79,80,80,80,79,79,80,80,80,80,80,80,80,81,78,76,77,77,76,74,75,78,41,3,2,2,1,1,1,1
1,1,2,2,2,1,2,2,2,2,2,3,3,7,23,55,77,83,81,81,82,82,81,81,81,81,81,81,81,81,81,83,83,83,83,82,81,84,84,83,83,83,83,81,82,84,83,82,82,83,82,82,83,82,83,85,83,83,83,82,81,80,79,79,79,79,78,80,67,53,52,52,51,52,52,51,51,50,51,53,52,52,52,52,54,55,55,56,54,68,78,78,79,78,78,78,78,79,78,78,80,79,80,80,80,80,80,80,81,80,80,80,77,76,77,76,75,74,74,76,69,13,1,2,2,2,1,1
1,1,1,2,2,1,2,2,2,2,3,3,11,42,70,82,82,82,81,81,82,82,81,82,81,81,80,80,80,80,81,83,82,82,83,82,83,83,82,83,82,82,82,82,83,82,80,81,83,83,82,82,82,82,83,82,80,81,82,81,82,83,82,81,83,83,81,81,81,66,53,54,53,52,52,52,52,51,52,52,54,52,54,53,54,56,56,58,57,76,79,77,78,78,78,78,78,78,78,78,79,79,79,79,79,80,80,81,81,81,80,78,76,77,76,75,75,74,75,75,72,26,1,2,1,1,1,1
1,2,2,2,2,2,2,1,2,3,4,7,50,83,82,81,82,82,82,81,83,82,81,81,80,81,81,80,81,82,81,82,81,81,81,82,82,82,83,83,83,83,83,83,81,81,82,83,83,83,82,83,83,83,82,82,82,82,81,82,82,81,80,80,80,81,81,80,81,82,70,56,54,54,53,52,52,54,55,54,53,52,54,54,54,55,57,55,64,81,78,79,79,78,80,79,78,78,79,80,78,80,80,79,78,78,79,79,79,79,78,77,75,75,75,75,76,75,74,74,72,42,4,3,3,2,2,2
1,2,1,2,2,2,2,3,3,4,4,30,80,82,81,83,83,82,82,81,81,81,80,80,81,80,81,82,81,81,81,82,83,82,83,83,85,83,83,83,82,83,83,83,83,82,82,82,82,82,82,81,81,81,81,82,82,81,81,81,81,81,81,81,81,81,81,81,81,81,83,75,64,58,55,54,54,54,54,54,55,54,54,54,53,58,66,67,77,80,80,79,79,79,77,76,79,78,80,80,79,80,78,79,79,78,80,80,80,80,78,77,76,75,75,74,75,75,75,75,66,54,10,3,4,3,2,2
1,1,2,2,2,2,2,2,3,3,14,64,84,82,84,84,82,82,82,81,81,81,81,82,81,81,82,82,82,81,81,81,82,83,83,82,83,84,83,82,81,81,81,82,82,82,83,83,82,82,83,83,82,83,82,80,81,81,81,81,81,81,81,81,81,81,81,81,81,80,81,83,83,76,64,57,55,54,55,55,57,56,56,56,61,74,82,82,80,78,80,80,80,80,79,80,81,79,79,79,79,79,80,80,80,80,79,79,78,78,78,77,76,75,75,75,74,74,76,74,58,61,21,1,3,2,2,2
1,1,1,2,2,2,2,2,3,9,50,84,82,83,83,83,83,82,82,83,82,81,81,81,80,80,80,80,81,81,81,82,82,82,82,82,81,81,83,81,81,81,82,82,82,82,81,81,81,81,83,83,82,81,81,82,81,81,81,81,81,81,81,81,80,81,81,81,80,81,81,80,80,81,80,76,68,67,65,59,58,60,63,70,78,81,80,78,78,80,80,80,80,80,82,81,80,80,79,78,80,80,79,79,80,79,79,78,79,78,77,76,76,74,74,74,74,73,78,67,56,64,38,3,4,2,3,2
1,1,2,1,2,2,2,3,5,37,81,83,82,82,82,83,83,83,83,82,81,81,80,80,81,81,81,81,82,81,81,81,81,81,81,81,81,81,82,81,81,81,82,83,81,81,81,81,81,81,81,81,81,81,82,83,81,81,81,81,81,81,81,83,80,80,81,81,80,80,80,79,78,78,79,80,80,80,80,79,75,77,80,80,79,79,81,80,80,81,80,80,80,81,81,80,80,80,80,79,80,80,80,78,78,78,78,78,79,77,77,76,74,74,74,72,73,74,77,58,57,62,56,14,3,3,2,2
2,1,2,2,2,2,3,2,20,72,85,82,82,83,82,82,81,83,80,80,81,81,80,80,80,80,80,80,80,81,81,81,81,81,81,82,82,81,81,81,81,81,81,82,82,82,82,82,82,82,81,81,82,82,82,81,80,82,81,81,80,80,81,82,82,81,80,81,81,80,79,79,79,79,79,78,79,78,79,80,81,81,81,80,80,80,79,81,81,81,80,81,81,81,81,80,80,80,81,80,80,80,81,80,79,78,77,77,76,76,76,76,76,74,73,72,72,77,70,55,64,63,65,34,3,4,2,2
1,1,2,3,2,2,3,3,49,85,82,82,82,83,82,81,80,79,79,80,79,78,79,79,79,80,80,80,80,81,80,80,81,80,80,82,82,81,81,81,81,82,81,82,83,82,81,80,80,81,81,81,80,80,80,81,80,79,81,80,80,80,80,79,79,79,79,80,80,80,79,79,77,78,80,79,79,79,79,79,80,80,80,81,82,79,80,81,80,80,80,81,81,80,80,80,80,81,81,82,80,80,80,80,81,80,78,78,78,77,76,75,75,74,73,72,72,77,60,61,68,66,66,56,11,3,3,3
1,2,2,2,2,3,2,7,63,85,82,83,81,81,81,82,81,80,81,81,81,80,79,80,79,79,80,81,81,81,82,81,81,82,81,81,81,81,82,82,82,82,83,83,81,81,80,80,82,82,81,82,81,80,80,80,79,79,80,79,79,80,80,80,80,80,80,80,80,80,79,79,80,80,80,79,79,80,79,79,79,79,79,79,80,81,80,80,80,80,79,78,79,79,79,80,80,80,80,80,80,79,79,80,80,79,78,78,78,77,76,76,75,74,73,72,76,71,56,67,65,67,65,65,31,2,3,3
1,2,2,2,3,3,3,10,63,84,83,83,81,80,81,81,80,80,79,79,80,80,80,80,80,80,80,81,81,80,81,81,81,81,81,81,81,82,81,81,81,81,83,83,82,81,83,83,83,82,82,82,81,80,80,77,78,80,79,79,79,78,78,79,79,80,80,80,79,80,79,79,79,80,80,80,80,79,80,80,80,79,80,80,80,81,81,81,81,80,79,80,80,80,80,80,79,79,80,79,80,80,80,80,80,79,78,78,76,76,75,74,75,74,73,72,79,63,63,68,66,67,65,66,52,7,3,3
1,2,2,2,2,3,2,19,73,80,84,82,80,80,82,80,80,80,79,78,78,79,78,79,81,81,80,81,81,81,81,81,81,82,82,81,82,83,82,82,82,82,83,82,81,82,83,82,81,81,82,81,81,80,80,80,80,80,78,79,78,78,78,79,79,79,78,79,80,79,79,79,80,79,79,80,80,79,80,80,80,79,79,80,80,82,82,81,81,79,78,80,80,80,81,81,79,80,80,79,80,79,78,77,79,78,78,78,77,77,76,75,76,75,73,74,76,60,68,67,67,67,66,65,63,20,0,3
2,2,2,2,2,4,1,35,81,77,79,84,80,81,81,81,81,80,78,78,78,79,80,81,80,80,80,80,80,80,80,81,81,82,82,81,83,82,83,83,83,83,82,81,82,82,82,81,81,81,82,81,80,80,80,81,80,79,79,81,81,80,80,80,80,80,79,79,81,80,80,80,80,79,79,78,78,80,81,80,80,80,82,81,81,80,80,82,80,79,78,79,80,81,80,80,80,80,79,78,78,78,78,77,78,78,77,77,77,76,75,75,74,74,73,78,70,61,70,67,67,66,66,64,65,40,1,3
2,2,2,2,3,4,7,58,81,78,74,79,82,81,81,80,79,79,77,78,79,78,78,79,79,80,81,80,80,80,80,81,81,81,81,82,83,82,83,83,83,83,82,82,82,83,82,81,82,81,81,81,81,82,80,81,81,79,79,81,80,80,81,80,80,80,80,80,79,79,79,80,80,80,80,80,80,81,80,81,80,80,81,81,81,81,80,80,81,81,81,81,81,81,80,80,80,81,80,78,78,78,78,78,78,78,77,76,76,76,76,74,74,74,73,78,61,64,71,66,67,66,67,64,64,58,11,0
